| Index | Operand | Instruction       | Sig                                           | OpCode                        | Type    | Data     | Reg   | Mem    | MemSize | MemSeg | MemOff | MemFar | Imm | RwxIndex | RwxWidth |
| 2411  | 2       | vminps            | vminps ymm,ymm,ymm/m                          | EVEX.256.0F.W0 5D /r          | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2412  | 0       | vminps            | vminps zmm,zmm,zmm/m                          | EVEX.512.0F.W0 5D /r          | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2412  | 1       | vminps            | vminps zmm,zmm,zmm/m                          | EVEX.512.0F.W0 5D /r          | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2412  | 2       | vminps            | vminps zmm,zmm,zmm/m                          | EVEX.512.0F.W0 5D /r          | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 2413  | 0       | vminsd            | vminsd xmm,xmm,xmm/m                          | VEX.LIG.F2.0F.WIG 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2413  | 1       | vminsd            | vminsd xmm,xmm,xmm/m                          | VEX.LIG.F2.0F.WIG 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2413  | 2       | vminsd            | vminsd xmm,xmm,xmm/m                          | VEX.LIG.F2.0F.WIG 5D /r       | reg/mem | xmm/m64  | xmm   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 2414  | 0       | vminsd            | vminsd xmm,xmm,xmm/m                          | EVEX.LIG.F2.0F.W1 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2414  | 1       | vminsd            | vminsd xmm,xmm,xmm/m                          | EVEX.LIG.F2.0F.W1 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2414  | 2       | vminsd            | vminsd xmm,xmm,xmm/m                          | EVEX.LIG.F2.0F.W1 5D /r       | reg/mem | xmm/m64  | xmm   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 2415  | 0       | vminss            | vminss xmm,xmm,xmm/m                          | VEX.LIG.F3.0F.WIG 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2415  | 1       | vminss            | vminss xmm,xmm,xmm/m                          | VEX.LIG.F3.0F.WIG 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2415  | 2       | vminss            | vminss xmm,xmm,xmm/m                          | VEX.LIG.F3.0F.WIG 5D /r       | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 2416  | 0       | vminss            | vminss xmm,xmm,xmm/m                          | EVEX.LIG.F3.0F.W0 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2416  | 1       | vminss            | vminss xmm,xmm,xmm/m                          | EVEX.LIG.F3.0F.W0 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2416  | 2       | vminss            | vminss xmm,xmm,xmm/m                          | EVEX.LIG.F3.0F.W0 5D /r       | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 2418  | 0       | vmload            | vmload [eax]                                  | 0F 01 DA                      | reg     | eax      | eax   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 2419  | 0       | vmload            | vmload [rax]                                  | 0F 01 DA                      | reg     | rax      | rax   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 2421  | 0       | vmovapd           | vmovapd xmm,xmm/m                             | VEX.128.66.0F.WIG 28 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2421  | 1       | vmovapd           | vmovapd xmm,xmm/m                             | VEX.128.66.0F.WIG 28 /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2422  | 0       | vmovapd           | vmovapd xmm/m,xmm                             | VEX.128.66.0F.WIG 29 /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2422  | 1       | vmovapd           | vmovapd xmm/m,xmm                             | VEX.128.66.0F.WIG 29 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2423  | 0       | vmovapd           | vmovapd ymm,ymm/m                             | VEX.256.66.0F.WIG 28 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2423  | 1       | vmovapd           | vmovapd ymm,ymm/m                             | VEX.256.66.0F.WIG 28 /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2424  | 0       | vmovapd           | vmovapd ymm/m,ymm                             | VEX.256.66.0F.WIG 29 /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2424  | 1       | vmovapd           | vmovapd ymm/m,ymm                             | VEX.256.66.0F.WIG 29 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2425  | 0       | vmovapd           | vmovapd xmm,xmm/m                             | EVEX.128.66.0F.W1 28 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2425  | 1       | vmovapd           | vmovapd xmm,xmm/m                             | EVEX.128.66.0F.W1 28 /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2426  | 0       | vmovapd           | vmovapd xmm/m,xmm                             | EVEX.128.66.0F.W1 29 /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2426  | 1       | vmovapd           | vmovapd xmm/m,xmm                             | EVEX.128.66.0F.W1 29 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2427  | 0       | vmovapd           | vmovapd ymm,ymm/m                             | EVEX.256.66.0F.W1 28 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2427  | 1       | vmovapd           | vmovapd ymm,ymm/m                             | EVEX.256.66.0F.W1 28 /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2428  | 0       | vmovapd           | vmovapd ymm/m,ymm                             | EVEX.256.66.0F.W1 29 /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2428  | 1       | vmovapd           | vmovapd ymm/m,ymm                             | EVEX.256.66.0F.W1 29 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2429  | 0       | vmovapd           | vmovapd zmm,zmm/m                             | EVEX.512.66.0F.W1 28 /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2429  | 1       | vmovapd           | vmovapd zmm,zmm/m                             | EVEX.512.66.0F.W1 28 /r       | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 2430  | 0       | vmovapd           | vmovapd zmm/m,zmm                             | EVEX.512.66.0F.W1 29 /r       | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 2430  | 1       | vmovapd           | vmovapd zmm/m,zmm                             | EVEX.512.66.0F.W1 29 /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2431  | 0       | vmovaps           | vmovaps xmm,xmm/m                             | VEX.128.0F.WIG 28 /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2431  | 1       | vmovaps           | vmovaps xmm,xmm/m                             | VEX.128.0F.WIG 28 /r          | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2432  | 0       | vmovaps           | vmovaps xmm/m,xmm                             | VEX.128.0F.WIG 29 /r          | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2432  | 1       | vmovaps           | vmovaps xmm/m,xmm                             | VEX.128.0F.WIG 29 /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2433  | 0       | vmovaps           | vmovaps ymm,ymm/m                             | VEX.256.0F.WIG 28 /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2433  | 1       | vmovaps           | vmovaps ymm,ymm/m                             | VEX.256.0F.WIG 28 /r          | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2434  | 0       | vmovaps           | vmovaps ymm/m,ymm                             | VEX.256.0F.WIG 29 /r          | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2434  | 1       | vmovaps           | vmovaps ymm/m,ymm                             | VEX.256.0F.WIG 29 /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2435  | 0       | vmovaps           | vmovaps xmm,xmm/m                             | EVEX.128.0F.W0 28 /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2435  | 1       | vmovaps           | vmovaps xmm,xmm/m                             | EVEX.128.0F.W0 28 /r          | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2436  | 0       | vmovaps           | vmovaps xmm/m,xmm                             | EVEX.128.0F.W0 29 /r          | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2436  | 1       | vmovaps           | vmovaps xmm/m,xmm                             | EVEX.128.0F.W0 29 /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2437  | 0       | vmovaps           | vmovaps ymm,ymm/m                             | EVEX.256.0F.W0 28 /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2437  | 1       | vmovaps           | vmovaps ymm,ymm/m                             | EVEX.256.0F.W0 28 /r          | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2438  | 0       | vmovaps           | vmovaps ymm/m,ymm                             | EVEX.256.0F.W0 29 /r          | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2438  | 1       | vmovaps           | vmovaps ymm/m,ymm                             | EVEX.256.0F.W0 29 /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2439  | 0       | vmovaps           | vmovaps zmm,zmm/m                             | EVEX.512.0F.W0 28 /r          | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2439  | 1       | vmovaps           | vmovaps zmm,zmm/m                             | EVEX.512.0F.W0 28 /r          | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 2440  | 0       | vmovaps           | vmovaps zmm/m,zmm                             | EVEX.512.0F.W0 29 /r          | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 2440  | 1       | vmovaps           | vmovaps zmm/m,zmm                             | EVEX.512.0F.W0 29 /r          | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2441  | 0       | vmovd             | vmovd r32/m,xmm                               | VEX.128.66.0F.W0 7E /r        | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 2441  | 1       | vmovd             | vmovd r32/m,xmm                               | VEX.128.66.0F.W0 7E /r        | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 2442  | 0       | vmovd             | vmovd xmm,r32/m                               | VEX.128.66.0F.W0 6E /r        | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 2442  | 1       | vmovd             | vmovd xmm,r32/m                               | VEX.128.66.0F.W0 6E /r        | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 2443  | 0       | vmovd             | vmovd r32/m,xmm                               | EVEX.128.66.0F.W0 7E /r       | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 2443  | 1       | vmovd             | vmovd r32/m,xmm                               | EVEX.128.66.0F.W0 7E /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 2444  | 0       | vmovd             | vmovd xmm,r32/m                               | EVEX.128.66.0F.W0 6E /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 2444  | 1       | vmovd             | vmovd xmm,r32/m                               | EVEX.128.66.0F.W0 6E /r       | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 2445  | 0       | vmovddup          | vmovddup xmm,xmm/m                            | VEX.128.F2.0F.WIG 12 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2445  | 1       | vmovddup          | vmovddup xmm,xmm/m                            | VEX.128.F2.0F.WIG 12 /r       | reg/mem | xmm/m64  | xmm   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 2446  | 0       | vmovddup          | vmovddup ymm,ymm/m                            | VEX.256.F2.0F.WIG 12 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
