Mnemonic         | Expression                     | Instruction                              | Modes            | CpuId      | OpCodeId  
VGATHERQPD       | VEX.256.66.0F38.W1 93 /r       | VGATHERQPD ymm1, vm64y, ymm2             | 16/32/64-bit     | AVX2       | VEX_Vgatherqpd_ymm_vm64y_ymm
VGATHERQPD       | EVEX.128.66.0F38.W1 93 /vsib   | VGATHERQPD xmm1 {k1}, vm64x              | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgatherqpd_xmm_k1_vm64x
VGATHERQPD       | EVEX.256.66.0F38.W1 93 /vsib   | VGATHERQPD ymm1 {k1}, vm64y              | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgatherqpd_ymm_k1_vm64y
VGATHERQPD       | EVEX.512.66.0F38.W1 93 /vsib   | VGATHERQPD zmm1 {k1}, vm64z              | 16/32/64-bit     | AVX512F    | EVEX_Vgatherqpd_zmm_k1_vm64z
VGATHERQPS       | VEX.128.66.0F38.W0 93 /r       | VGATHERQPS xmm1, vm64x, xmm2             | 16/32/64-bit     | AVX2       | VEX_Vgatherqps_xmm_vm64x_xmm
VGATHERQPS       | VEX.256.66.0F38.W0 93 /r       | VGATHERQPS xmm1, vm64y, xmm2             | 16/32/64-bit     | AVX2       | VEX_Vgatherqps_xmm_vm64y_xmm
VGATHERQPS       | EVEX.128.66.0F38.W0 93 /vsib   | VGATHERQPS xmm1 {k1}, vm64x              | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgatherqps_xmm_k1_vm64x
VGATHERQPS       | EVEX.256.66.0F38.W0 93 /vsib   | VGATHERQPS xmm1 {k1}, vm64y              | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgatherqps_xmm_k1_vm64y
VGATHERQPS       | EVEX.512.66.0F38.W0 93 /vsib   | VGATHERQPS ymm1 {k1}, vm64z              | 16/32/64-bit     | AVX512F    | EVEX_Vgatherqps_ymm_k1_vm64z
VGETEXPPD        | EVEX.128.66.0F38.W1 42 /r      | VGETEXPPD xmm1 {k1}{z}, xmm2/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgetexppd_xmm_k1z_xmmm128b64
VGETEXPPD        | EVEX.256.66.0F38.W1 42 /r      | VGETEXPPD ymm1 {k1}{z}, ymm2/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgetexppd_ymm_k1z_ymmm256b64
VGETEXPPD        | EVEX.512.66.0F38.W1 42 /r      | VGETEXPPD zmm1 {k1}{z}, zmm2/m512/m64bcst{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vgetexppd_zmm_k1z_zmmm512b64_sae
VGETEXPPS        | EVEX.128.66.0F38.W0 42 /r      | VGETEXPPS xmm1 {k1}{z}, xmm2/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgetexpps_xmm_k1z_xmmm128b32
VGETEXPPS        | EVEX.256.66.0F38.W0 42 /r      | VGETEXPPS ymm1 {k1}{z}, ymm2/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgetexpps_ymm_k1z_ymmm256b32
VGETEXPPS        | EVEX.512.66.0F38.W0 42 /r      | VGETEXPPS zmm1 {k1}{z}, zmm2/m512/m32bcst{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vgetexpps_zmm_k1z_zmmm512b32_sae
VGETEXPSD        | EVEX.LIG.66.0F38.W1 43 /r      | VGETEXPSD xmm1 {k1}{z}, xmm2, xmm3/m64{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vgetexpsd_xmm_k1z_xmm_xmmm64_sae
VGETEXPSS        | EVEX.LIG.66.0F38.W0 43 /r      | VGETEXPSS xmm1 {k1}{z}, xmm2, xmm3/m32{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vgetexpss_xmm_k1z_xmm_xmmm32_sae
VGETMANTPD       | EVEX.128.66.0F3A.W1 26 /r ib   | VGETMANTPD xmm1 {k1}{z}, xmm2/m128/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgetmantpd_xmm_k1z_xmmm128b64_imm8
VGETMANTPD       | EVEX.256.66.0F3A.W1 26 /r ib   | VGETMANTPD ymm1 {k1}{z}, ymm2/m256/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgetmantpd_ymm_k1z_ymmm256b64_imm8
VGETMANTPD       | EVEX.512.66.0F3A.W1 26 /r ib   | VGETMANTPD zmm1 {k1}{z}, zmm2/m512/m64bcst{sae}, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vgetmantpd_zmm_k1z_zmmm512b64_imm8_sae
VGETMANTPS       | EVEX.128.66.0F3A.W0 26 /r ib   | VGETMANTPS xmm1 {k1}{z}, xmm2/m128/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgetmantps_xmm_k1z_xmmm128b32_imm8
VGETMANTPS       | EVEX.256.66.0F3A.W0 26 /r ib   | VGETMANTPS ymm1 {k1}{z}, ymm2/m256/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgetmantps_ymm_k1z_ymmm256b32_imm8
VGETMANTPS       | EVEX.512.66.0F3A.W0 26 /r ib   | VGETMANTPS zmm1 {k1}{z}, zmm2/m512/m32bcst{sae}, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vgetmantps_zmm_k1z_zmmm512b32_imm8_sae
VGETMANTSD       | EVEX.LIG.66.0F3A.W1 27 /r ib   | VGETMANTSD xmm1 {k1}{z}, xmm2, xmm3/m64{sae}, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vgetmantsd_xmm_k1z_xmm_xmmm64_imm8_sae
VGETMANTSS       | EVEX.LIG.66.0F3A.W0 27 /r ib   | VGETMANTSS xmm1 {k1}{z}, xmm2, xmm3/m32{sae}, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vgetmantss_xmm_k1z_xmm_xmmm32_imm8_sae
VGF2P8AFFINEINVQB | VEX.128.66.0F3A.W1 CF /r ib    | VGF2P8AFFINEINVQB xmm1, xmm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX and GFNI | VEX_Vgf2p8affineinvqb_xmm_xmm_xmmm128_imm8
VGF2P8AFFINEINVQB | VEX.256.66.0F3A.W1 CF /r ib    | VGF2P8AFFINEINVQB ymm1, ymm2, ymm3/m256, imm8 | 16/32/64-bit     | AVX and GFNI | VEX_Vgf2p8affineinvqb_ymm_ymm_ymmm256_imm8
VGF2P8AFFINEINVQB | EVEX.128.66.0F3A.W1 CF /r ib   | VGF2P8AFFINEINVQB xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and GFNI | EVEX_Vgf2p8affineinvqb_xmm_k1z_xmm_xmmm128b64_imm8
VGF2P8AFFINEINVQB | EVEX.256.66.0F3A.W1 CF /r ib   | VGF2P8AFFINEINVQB ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and GFNI | EVEX_Vgf2p8affineinvqb_ymm_k1z_ymm_ymmm256b64_imm8
VGF2P8AFFINEINVQB | EVEX.512.66.0F3A.W1 CF /r ib   | VGF2P8AFFINEINVQB zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst, imm8 | 16/32/64-bit     | AVX512F and GFNI | EVEX_Vgf2p8affineinvqb_zmm_k1z_zmm_zmmm512b64_imm8
VGF2P8AFFINEQB   | VEX.128.66.0F3A.W1 CE /r ib    | VGF2P8AFFINEQB xmm1, xmm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX and GFNI | VEX_Vgf2p8affineqb_xmm_xmm_xmmm128_imm8
VGF2P8AFFINEQB   | VEX.256.66.0F3A.W1 CE /r ib    | VGF2P8AFFINEQB ymm1, ymm2, ymm3/m256, imm8 | 16/32/64-bit     | AVX and GFNI | VEX_Vgf2p8affineqb_ymm_ymm_ymmm256_imm8
VGF2P8AFFINEQB   | EVEX.128.66.0F3A.W1 CE /r ib   | VGF2P8AFFINEQB xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and GFNI | EVEX_Vgf2p8affineqb_xmm_k1z_xmm_xmmm128b64_imm8
VGF2P8AFFINEQB   | EVEX.256.66.0F3A.W1 CE /r ib   | VGF2P8AFFINEQB ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and GFNI | EVEX_Vgf2p8affineqb_ymm_k1z_ymm_ymmm256b64_imm8
VGF2P8AFFINEQB   | EVEX.512.66.0F3A.W1 CE /r ib   | VGF2P8AFFINEQB zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst, imm8 | 16/32/64-bit     | AVX512F and GFNI | EVEX_Vgf2p8affineqb_zmm_k1z_zmm_zmmm512b64_imm8
VGF2P8MULB       | VEX.128.66.0F38.W0 CF /r       | VGF2P8MULB xmm1, xmm2, xmm3/m128         | 16/32/64-bit     | AVX and GFNI | VEX_Vgf2p8mulb_xmm_xmm_xmmm128
VGF2P8MULB       | VEX.256.66.0F38.W0 CF /r       | VGF2P8MULB ymm1, ymm2, ymm3/m256         | 16/32/64-bit     | AVX and GFNI | VEX_Vgf2p8mulb_ymm_ymm_ymmm256
VGF2P8MULB       | EVEX.128.66.0F38.W0 CF /r      | VGF2P8MULB xmm1 {k1}{z}, xmm2, xmm3/m128 | 16/32/64-bit     | AVX512VL and GFNI | EVEX_Vgf2p8mulb_xmm_k1z_xmm_xmmm128
VGF2P8MULB       | EVEX.256.66.0F38.W0 CF /r      | VGF2P8MULB ymm1 {k1}{z}, ymm2, ymm3/m256 | 16/32/64-bit     | AVX512VL and GFNI | EVEX_Vgf2p8mulb_ymm_k1z_ymm_ymmm256
VGF2P8MULB       | EVEX.512.66.0F38.W0 CF /r      | VGF2P8MULB zmm1 {k1}{z}, zmm2, zmm3/m512 | 16/32/64-bit     | AVX512F and GFNI | EVEX_Vgf2p8mulb_zmm_k1z_zmm_zmmm512
VHADDPD          | VEX.128.66.0F.WIG 7C /r        | VHADDPD xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX        | VEX_Vhaddpd_xmm_xmm_xmmm128
VHADDPD          | VEX.256.66.0F.WIG 7C /r        | VHADDPD ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX        | VEX_Vhaddpd_ymm_ymm_ymmm256
VHADDPS          | VEX.128.F2.0F.WIG 7C /r        | VHADDPS xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX        | VEX_Vhaddps_xmm_xmm_xmmm128
VHADDPS          | VEX.256.F2.0F.WIG 7C /r        | VHADDPS ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX        | VEX_Vhaddps_ymm_ymm_ymmm256
VHSUBPD          | VEX.128.66.0F.WIG 7D /r        | VHSUBPD xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX        | VEX_Vhsubpd_xmm_xmm_xmmm128
VHSUBPD          | VEX.256.66.0F.WIG 7D /r        | VHSUBPD ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX        | VEX_Vhsubpd_ymm_ymm_ymmm256
VHSUBPS          | VEX.128.F2.0F.WIG 7D /r        | VHSUBPS xmm1, xmm2, xmm3/m128            | 16/32/64-bit     | AVX        | VEX_Vhsubps_xmm_xmm_xmmm128
VHSUBPS          | VEX.256.F2.0F.WIG 7D /r        | VHSUBPS ymm1, ymm2, ymm3/m256            | 16/32/64-bit     | AVX        | VEX_Vhsubps_ymm_ymm_ymmm256
VINSERTF128      | VEX.256.66.0F3A.W0 18 /r ib    | VINSERTF128 ymm1, ymm2, xmm3/m128, imm8  | 16/32/64-bit     | AVX        | VEX_Vinsertf128_ymm_ymm_xmmm128_imm8
VINSERTF32X4     | EVEX.256.66.0F3A.W0 18 /r ib   | VINSERTF32X4 ymm1 {k1}{z}, ymm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vinsertf32x4_ymm_k1z_ymm_xmmm128_imm8
VINSERTF32X4     | EVEX.512.66.0F3A.W0 18 /r ib   | VINSERTF32X4 zmm1 {k1}{z}, zmm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vinsertf32x4_zmm_k1z_zmm_xmmm128_imm8
VINSERTF32X8     | EVEX.512.66.0F3A.W0 1A /r ib   | VINSERTF32X8 zmm1 {k1}{z}, zmm2, ymm3/m256, imm8 | 16/32/64-bit     | AVX512DQ   | EVEX_Vinsertf32x8_zmm_k1z_zmm_ymmm256_imm8
VINSERTF64X2     | EVEX.256.66.0F3A.W1 18 /r ib   | VINSERTF64X2 ymm1 {k1}{z}, ymm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX512VL and AVX512DQ | EVEX_Vinsertf64x2_ymm_k1z_ymm_xmmm128_imm8
VINSERTF64X2     | EVEX.512.66.0F3A.W1 18 /r ib   | VINSERTF64X2 zmm1 {k1}{z}, zmm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX512DQ   | EVEX_Vinsertf64x2_zmm_k1z_zmm_xmmm128_imm8
VINSERTF64X4     | EVEX.512.66.0F3A.W1 1A /r ib   | VINSERTF64X4 zmm1 {k1}{z}, zmm2, ymm3/m256, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vinsertf64x4_zmm_k1z_zmm_ymmm256_imm8
VINSERTI128      | VEX.256.66.0F3A.W0 38 /r ib    | VINSERTI128 ymm1, ymm2, xmm3/m128, imm8  | 16/32/64-bit     | AVX        | VEX_Vinserti128_ymm_ymm_xmmm128_imm8
VINSERTI32X4     | EVEX.256.66.0F3A.W0 38 /r ib   | VINSERTI32X4 ymm1 {k1}{z}, ymm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vinserti32x4_ymm_k1z_ymm_xmmm128_imm8
VINSERTI32X4     | EVEX.512.66.0F3A.W0 38 /r ib   | VINSERTI32X4 zmm1 {k1}{z}, zmm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vinserti32x4_zmm_k1z_zmm_xmmm128_imm8
VINSERTI32X8     | EVEX.512.66.0F3A.W0 3A /r ib   | VINSERTI32X8 zmm1 {k1}{z}, zmm2, ymm3/m256, imm8 | 16/32/64-bit     | AVX512DQ   | EVEX_Vinserti32x8_zmm_k1z_zmm_ymmm256_imm8
VINSERTI64X2     | EVEX.256.66.0F3A.W1 38 /r ib   | VINSERTI64X2 ymm1 {k1}{z}, ymm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX512VL and AVX512DQ | EVEX_Vinserti64x2_ymm_k1z_ymm_xmmm128_imm8
VINSERTI64X2     | EVEX.512.66.0F3A.W1 38 /r ib   | VINSERTI64X2 zmm1 {k1}{z}, zmm2, xmm3/m128, imm8 | 16/32/64-bit     | AVX512DQ   | EVEX_Vinserti64x2_zmm_k1z_zmm_xmmm128_imm8
VINSERTI64X4     | EVEX.512.66.0F3A.W1 3A /r ib   | VINSERTI64X4 zmm1 {k1}{z}, zmm2, ymm3/m256, imm8 | 16/32/64-bit     | AVX512F    | EVEX_Vinserti64x4_zmm_k1z_zmm_ymmm256_imm8
VINSERTPS        | VEX.128.66.0F3A.WIG 21 /r ib   | VINSERTPS xmm1, xmm2, xmm3/m32, imm8     | 16/32/64-bit     | AVX        | VEX_Vinsertps_xmm_xmm_xmmm32_imm8
VINSERTPS        | EVEX.128.66.0F3A.W0 21 /r ib   | VINSERTPS xmm1, xmm2, xmm3/m32, imm8     | 16/32/64-bit     | AVX512F    | EVEX_Vinsertps_xmm_xmm_xmmm32_imm8
VLDDQU           | VEX.128.F2.0F.WIG F0 /r        | VLDDQU xmm1, m128                        | 16/32/64-bit     | AVX        | VEX_Vlddqu_xmm_m128
VLDDQU           | VEX.256.F2.0F.WIG F0 /r        | VLDDQU ymm1, m256                        | 16/32/64-bit     | AVX        | VEX_Vlddqu_ymm_m256
VLDMXCSR         | VEX.LZ.0F.WIG AE /2            | VLDMXCSR m32                             | 16/32/64-bit     | AVX        | VEX_Vldmxcsr_m32
VMASKMOVDQU      | VEX.128.66.0F.WIG F7 /r        | VMASKMOVDQU xmm1, xmm2                   | 16/32/64-bit     | AVX        | VEX_Vmaskmovdqu_rDI_xmm_xmm
VMASKMOVPD       | VEX.128.66.0F38.W0 2D /r       | VMASKMOVPD xmm1, xmm2, m128              | 16/32/64-bit     | AVX        | VEX_Vmaskmovpd_xmm_xmm_m128
VMASKMOVPD       | VEX.256.66.0F38.W0 2D /r       | VMASKMOVPD ymm1, ymm2, m256              | 16/32/64-bit     | AVX        | VEX_Vmaskmovpd_ymm_ymm_m256
VMASKMOVPD       | VEX.128.66.0F38.W0 2F /r       | VMASKMOVPD m128, xmm1, xmm2              | 16/32/64-bit     | AVX        | VEX_Vmaskmovpd_m128_xmm_xmm
VMASKMOVPD       | VEX.256.66.0F38.W0 2F /r       | VMASKMOVPD m256, ymm1, ymm2              | 16/32/64-bit     | AVX        | VEX_Vmaskmovpd_m256_ymm_ymm
VMASKMOVPS       | VEX.128.66.0F38.W0 2C /r       | VMASKMOVPS xmm1, xmm2, m128              | 16/32/64-bit     | AVX        | VEX_Vmaskmovps_xmm_xmm_m128
VMASKMOVPS       | VEX.256.66.0F38.W0 2C /r       | VMASKMOVPS ymm1, ymm2, m256              | 16/32/64-bit     | AVX        | VEX_Vmaskmovps_ymm_ymm_m256
VMASKMOVPS       | VEX.128.66.0F38.W0 2E /r       | VMASKMOVPS m128, xmm1, xmm2              | 16/32/64-bit     | AVX        | VEX_Vmaskmovps_m128_xmm_xmm
VMASKMOVPS       | VEX.256.66.0F38.W0 2E /r       | VMASKMOVPS m256, ymm1, ymm2              | 16/32/64-bit     | AVX        | VEX_Vmaskmovps_m256_ymm_ymm
VMAXPD           | VEX.128.66.0F.WIG 5F /r        | VMAXPD xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vmaxpd_xmm_xmm_xmmm128
VMAXPD           | VEX.256.66.0F.WIG 5F /r        | VMAXPD ymm1, ymm2, ymm3/m256             | 16/32/64-bit     | AVX        | VEX_Vmaxpd_ymm_ymm_ymmm256
VMAXPD           | EVEX.128.66.0F.W1 5F /r        | VMAXPD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vmaxpd_xmm_k1z_xmm_xmmm128b64
VMAXPD           | EVEX.256.66.0F.W1 5F /r        | VMAXPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vmaxpd_ymm_k1z_ymm_ymmm256b64
VMAXPD           | EVEX.512.66.0F.W1 5F /r        | VMAXPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vmaxpd_zmm_k1z_zmm_zmmm512b64_sae
VMAXPS           | VEX.128.0F.WIG 5F /r           | VMAXPS xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vmaxps_xmm_xmm_xmmm128
VMAXPS           | VEX.256.0F.WIG 5F /r           | VMAXPS ymm1, ymm2, ymm3/m256             | 16/32/64-bit     | AVX        | VEX_Vmaxps_ymm_ymm_ymmm256
VMAXPS           | EVEX.128.0F.W0 5F /r           | VMAXPS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vmaxps_xmm_k1z_xmm_xmmm128b32
VMAXPS           | EVEX.256.0F.W0 5F /r           | VMAXPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vmaxps_ymm_k1z_ymm_ymmm256b32
VMAXPS           | EVEX.512.0F.W0 5F /r           | VMAXPS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vmaxps_zmm_k1z_zmm_zmmm512b32_sae
VMAXSD           | VEX.LIG.F2.0F.WIG 5F /r        | VMAXSD xmm1, xmm2, xmm3/m64              | 16/32/64-bit     | AVX        | VEX_Vmaxsd_xmm_xmm_xmmm64
VMAXSD           | EVEX.LIG.F2.0F.W1 5F /r        | VMAXSD xmm1 {k1}{z}, xmm2, xmm3/m64{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vmaxsd_xmm_k1z_xmm_xmmm64_sae
VMAXSS           | VEX.LIG.F3.0F.WIG 5F /r        | VMAXSS xmm1, xmm2, xmm3/m32              | 16/32/64-bit     | AVX        | VEX_Vmaxss_xmm_xmm_xmmm32
VMAXSS           | EVEX.LIG.F3.0F.W0 5F /r        | VMAXSS xmm1 {k1}{z}, xmm2, xmm3/m32{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vmaxss_xmm_k1z_xmm_xmmm32_sae
VMCALL           | NP 0F 01 C1                    | VMCALL                                   | 16/32/64-bit     | VMX        | Vmcall    
VMCLEAR          | 66 0F C7 /6                    | VMCLEAR m64                              | 16/32/64-bit     | VMX        | Vmclear_m64
VMFUNC           | NP 0F 01 D4                    | VMFUNC                                   | 16/32/64-bit     | VMX        | Vmfunc    
VMINPD           | VEX.128.66.0F.WIG 5D /r        | VMINPD xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vminpd_xmm_xmm_xmmm128
VMINPD           | VEX.256.66.0F.WIG 5D /r        | VMINPD ymm1, ymm2, ymm3/m256             | 16/32/64-bit     | AVX        | VEX_Vminpd_ymm_ymm_ymmm256
VMINPD           | EVEX.128.66.0F.W1 5D /r        | VMINPD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vminpd_xmm_k1z_xmm_xmmm128b64
VMINPD           | EVEX.256.66.0F.W1 5D /r        | VMINPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vminpd_ymm_k1z_ymm_ymmm256b64
VMINPD           | EVEX.512.66.0F.W1 5D /r        | VMINPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vminpd_zmm_k1z_zmm_zmmm512b64_sae
VMINPS           | VEX.128.0F.WIG 5D /r           | VMINPS xmm1, xmm2, xmm3/m128             | 16/32/64-bit     | AVX        | VEX_Vminps_xmm_xmm_xmmm128
VMINPS           | VEX.256.0F.WIG 5D /r           | VMINPS ymm1, ymm2, ymm3/m256             | 16/32/64-bit     | AVX        | VEX_Vminps_ymm_ymm_ymmm256
VMINPS           | EVEX.128.0F.W0 5D /r           | VMINPS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vminps_xmm_k1z_xmm_xmmm128b32
VMINPS           | EVEX.256.0F.W0 5D /r           | VMINPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vminps_ymm_k1z_ymm_ymmm256b32
VMINPS           | EVEX.512.0F.W0 5D /r           | VMINPS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vminps_zmm_k1z_zmm_zmmm512b32_sae
VMINSD           | VEX.LIG.F2.0F.WIG 5D /r        | VMINSD xmm1, xmm2, xmm3/m64              | 16/32/64-bit     | AVX        | VEX_Vminsd_xmm_xmm_xmmm64
VMINSD           | EVEX.LIG.F2.0F.W1 5D /r        | VMINSD xmm1 {k1}{z}, xmm2, xmm3/m64{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vminsd_xmm_k1z_xmm_xmmm64_sae
VMINSS           | VEX.LIG.F3.0F.WIG 5D /r        | VMINSS xmm1, xmm2, xmm3/m32              | 16/32/64-bit     | AVX        | VEX_Vminss_xmm_xmm_xmmm32
VMINSS           | EVEX.LIG.F3.0F.W0 5D /r        | VMINSS xmm1 {k1}{z}, xmm2, xmm3/m32{sae} | 16/32/64-bit     | AVX512F    | EVEX_Vminss_xmm_k1z_xmm_xmmm32_sae
VMLAUNCH         | NP 0F 01 C2                    | VMLAUNCH                                 | 16/32/64-bit     | VMX        | Vmlaunch  
VMLOAD           | a16 0F 01 DA                   | VMLOAD                                   | 16/32-bit        | SVM        | Vmloadw   
VMLOAD           | a32 0F 01 DA                   | VMLOAD                                   | 16/32/64-bit     | SVM        | Vmloadd   
VMLOAD           | 0F 01 DA                       | VMLOAD                                   | 64-bit           | SVM        | Vmloadq   
VMMCALL          | 0F 01 D9                       | VMMCALL                                  | 16/32/64-bit     | SVM        | Vmmcall   
VMOVAPD          | VEX.128.66.0F.WIG 28 /r        | VMOVAPD xmm1, xmm2/m128                  | 16/32/64-bit     | AVX        | VEX_Vmovapd_xmm_xmmm128
VMOVAPD          | VEX.256.66.0F.WIG 28 /r        | VMOVAPD ymm1, ymm2/m256                  | 16/32/64-bit     | AVX        | VEX_Vmovapd_ymm_ymmm256
VMOVAPD          | EVEX.128.66.0F.W1 28 /r        | VMOVAPD xmm1 {k1}{z}, xmm2/m128          | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vmovapd_xmm_k1z_xmmm128
VMOVAPD          | EVEX.256.66.0F.W1 28 /r        | VMOVAPD ymm1 {k1}{z}, ymm2/m256          | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vmovapd_ymm_k1z_ymmm256
VMOVAPD          | EVEX.512.66.0F.W1 28 /r        | VMOVAPD zmm1 {k1}{z}, zmm2/m512          | 16/32/64-bit     | AVX512F    | EVEX_Vmovapd_zmm_k1z_zmmm512
VMOVAPD          | VEX.128.66.0F.WIG 29 /r        | VMOVAPD xmm2/m128, xmm1                  | 16/32/64-bit     | AVX        | VEX_Vmovapd_xmmm128_xmm
VMOVAPD          | VEX.256.66.0F.WIG 29 /r        | VMOVAPD ymm2/m256, ymm1                  | 16/32/64-bit     | AVX        | VEX_Vmovapd_ymmm256_ymm
VMOVAPD          | EVEX.128.66.0F.W1 29 /r        | VMOVAPD xmm2/m128 {k1}{z}, xmm1          | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vmovapd_xmmm128_k1z_xmm
VMOVAPD          | EVEX.256.66.0F.W1 29 /r        | VMOVAPD ymm2/m256 {k1}{z}, ymm1          | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vmovapd_ymmm256_k1z_ymm
VMOVAPD          | EVEX.512.66.0F.W1 29 /r        | VMOVAPD zmm2/m512 {k1}{z}, zmm1          | 16/32/64-bit     | AVX512F    | EVEX_Vmovapd_zmmm512_k1z_zmm
VMOVAPS          | VEX.128.0F.WIG 28 /r           | VMOVAPS xmm1, xmm2/m128                  | 16/32/64-bit     | AVX        | VEX_Vmovaps_xmm_xmmm128
VMOVAPS          | VEX.256.0F.WIG 28 /r           | VMOVAPS ymm1, ymm2/m256                  | 16/32/64-bit     | AVX        | VEX_Vmovaps_ymm_ymmm256
VMOVAPS          | EVEX.128.0F.W0 28 /r           | VMOVAPS xmm1 {k1}{z}, xmm2/m128          | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vmovaps_xmm_k1z_xmmm128
VMOVAPS          | EVEX.256.0F.W0 28 /r           | VMOVAPS ymm1 {k1}{z}, ymm2/m256          | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vmovaps_ymm_k1z_ymmm256
VMOVAPS          | EVEX.512.0F.W0 28 /r           | VMOVAPS zmm1 {k1}{z}, zmm2/m512          | 16/32/64-bit     | AVX512F    | EVEX_Vmovaps_zmm_k1z_zmmm512
